MSTRG.3949.1	jg21123.t1
MSTRG.6292.1	jg21152.t1
MSTRG.6243.1	jg21128.t1
MSTRG.34788.1	jg19670.t1
MSTRG.5169.1	jg3444.t1
MSTRG.3480.1	jg12252.t1
MSTRG.8843.1	jg5825.t1
MSTRG.9748.1	jg6376.t1
MSTRG.3481.1	jg12253.t1
MSTRG.3482.1	jg12254.t1
MSTRG.34822.1	jg296.t1
MSTRG.3483.1	jg12255.t1
MSTRG.34831.1	jg2760.t1
MSTRG.34834.1	jg43.t1
MSTRG.34835.1	jg3900.t1
MSTRG.3484.1	jg12256.t1
MSTRG.34856.1	jg21.t1
MSTRG.7617.1	jg11633.t1
MSTRG.3486.1	jg12257.t1
MSTRG.34885.1	jg19739.t1
MSTRG.34888.1	jg10.t1
MSTRG.3489.1	jg12258.t1
MSTRG.3490.1	jg12259.t1
MSTRG.3491.1	jg12260.t1
MSTRG.34922.1	jg10906.t1
MSTRG.4311.1	jg2964.t1
MSTRG.34971.1	jg61.t1
MSTRG.8289.1	jg18029.t1
MSTRG.34997.1	jg20693.t1
MSTRG.7613.1	jg17654.t1
MSTRG.3501.1	jg12266.t1
MSTRG.35022.1	jg4153.t1
MSTRG.35041.1	jg15747.t1
MSTRG.35064.1	jg19745.t1
MSTRG.35072.1	jg14828.t1
MSTRG.35076.1	jg55.t1
MSTRG.35089.1	jg19140.t1
MSTRG.5140.1	jg3426.t1
MSTRG.3511.1	jg12268.t1
MSTRG.35123.1	jg14839.t1
MSTRG.35127.1	jg27.t1
MSTRG.3702.1	jg12384.t1
MSTRG.35142.1	jg21643.t1
MSTRG.35160.1	jg157.t1
MSTRG.3516.1	jg12272.t1
MSTRG.3517.1	jg12277.t1
MSTRG.35177.1	jg62.t1
MSTRG.35181.1	jg15650.t1
MSTRG.35184.1	jg19982.t1
MSTRG.352.1	jg15084.t1
MSTRG.5831.1	jg20881.t1
MSTRG.35223.1	jg19668.t1
MSTRG.35232.1	jg3771.t1
MSTRG.4106.1	jg12617.t1
MSTRG.7032.1	jg12942.t1
MSTRG.36285.1	jg15626.t1
MSTRG.36283.1	jg15628.t1
MSTRG.35302.1	jg2428.t1
MSTRG.35306.1	jg11724.t1
MSTRG.3531.1	jg12282.t1
MSTRG.353.1	jg15085.t1
MSTRG.35319.1	jg11842.t2
MSTRG.9676.1	jg6329.t1
MSTRG.35330.1	jg4034.t1
MSTRG.3533.1	jg12283.t1
MSTRG.745.1	jg15297.t1
MSTRG.35360.1	jg18324.t1
MSTRG.35374.1	jg100.t1
MSTRG.35376.1	jg7856.t1
MSTRG.35377.1	jg2684.t1
MSTRG.3544.1	jg12289.t1
MSTRG.35390.1	jg19699.t1
MSTRG.7894.1	jg17805.t1
MSTRG.354.1	jg15086.t1
MSTRG.35421.1	jg20138.t1
MSTRG.35426.1	jg2637.t1
MSTRG.35462.1	jg16899.t1
MSTRG.35503.1	jg3768.t1
MSTRG.3551.1	jg12294.t1
MSTRG.8742.1	jg5759.t1
MSTRG.35518.1	jg20141.t1
MSTRG.3552.1	jg12295.t1
MSTRG.3553.1	jg12296.t1
MSTRG.35986.1	jg578.t1
MSTRG.35537.1	jg112.t1
MSTRG.3554.1	jg12297.t1
MSTRG.35546.1	jg19639.t1
MSTRG.35573.1	jg155.t1
MSTRG.35595.1	jg12415.t1
MSTRG.9412.1	jg6164.t1
MSTRG.35610.1	jg19983.t1
MSTRG.35615.1	jg20312.t1
MSTRG.3562.1	jg12301.t1
MSTRG.35634.1	jg5789.t1
MSTRG.3564.1	jg12302.t1
MSTRG.35642.1	jg10002.t1
MSTRG.35645.1	jg40.t1
MSTRG.3565.1	jg12303.t1
MSTRG.35659.1	jg20090.t1
MSTRG.3566.1	jg12304.t1
MSTRG.35665.1	jg20101.t1
MSTRG.35667.1	jg20114.t1
MSTRG.4981.1	jg3334.t1
MSTRG.6945.1	jg12893.t1
MSTRG.35698.1	jg17974.t1
MSTRG.35699.1	jg3907.t1
MSTRG.35704.1	jg18325.t1
MSTRG.357.1	jg15087.t1
MSTRG.35712.1	jg499.t1
MSTRG.35725.1	jg2248.t1
MSTRG.3575.1	jg12311.t1
MSTRG.35754.1	jg11725.t1
MSTRG.35755.1	jg11726.t2
MSTRG.7289.1	jg13114.t1
MSTRG.35760.1	jg11732.t1
MSTRG.35761.1	jg11733.t1
MSTRG.35767.1	jg4695.t1
MSTRG.35776.1	jg4696.t1
MSTRG.35791.1	jg2751.t1
MSTRG.35805.1	jg11765.t1
MSTRG.35808.1	jg956.t1
MSTRG.35810.1	jg11772.t1
MSTRG.3582.1	jg12312.t2
MSTRG.35824.1	jg3950.t1
MSTRG.35825.1	jg3951.t1
MSTRG.35827.1	jg3953.t1
MSTRG.35832.1	jg15652.t1
MSTRG.35834.1	jg15653.t1
MSTRG.35838.1	jg15657.t1
MSTRG.35840.1	jg15658.t2
MSTRG.35848.1	jg15665.t1
MSTRG.35849.1	jg15662.t1
MSTRG.3585.1	jg12313.t1
MSTRG.35853.1	jg4481.t1
MSTRG.35874.1	jg2710.t1
MSTRG.35875.1	jg2711.t1
MSTRG.35876.1	jg2712.t1
MSTRG.35879.1	jg2714.t1
MSTRG.35884.1	jg19852.t1
MSTRG.35887.1	jg19854.t1
MSTRG.35892.1	jg19855.t1
MSTRG.35893.1	jg19856.t1
MSTRG.35898.1	jg19858.t1
MSTRG.35899.1	jg19859.t1
MSTRG.35903.1	jg2641.t1
MSTRG.35913.1	jg2644.t1
MSTRG.359.1	jg15088.t1
MSTRG.35921.1	jg2650.t1
MSTRG.35939.1	jg20505.t1
MSTRG.35940.1	jg20506.t1
MSTRG.35941.1	jg20507.t1
MSTRG.35942.1	jg20508.t1
MSTRG.35943.1	jg20509.t1
MSTRG.3744.1	jg12417.t1
MSTRG.35947.1	jg16757.t1
MSTRG.35958.1	jg11837.t1
MSTRG.35959.1	jg11838.t1
MSTRG.35964.1	jg11839.t1
MSTRG.3597.1	jg12321.t1
MSTRG.35983.1	jg577.t1
MSTRG.35985.1	jg576.t1
MSTRG.35997.1	jg4338.t1
MSTRG.35998.1	jg4340.t1
MSTRG.36001.1	jg4341.t1
MSTRG.36002.1	jg4342.t1
MSTRG.36003.1	jg4343.t1
MSTRG.36007.1	jg4344.t1
MSTRG.36019.1	jg2739.t1
MSTRG.36020.1	jg2740.t1
MSTRG.36022.1	jg2742.t1
MSTRG.36026.1	jg2743.t1
MSTRG.36030.1	jg2744.t1
MSTRG.36031.1	jg2745.t1
MSTRG.36032.1	jg2746.t1
MSTRG.36131.1	jg16831.t1
MSTRG.3605.1	jg12324.t1
MSTRG.36054.1	jg4147.t1
MSTRG.36055.1	jg4148.t1
MSTRG.36060.1	jg4149.t1
MSTRG.3606.1	jg12327.t1
MSTRG.36063.1	jg4150.t2
MSTRG.36064.1	jg4152.t1
MSTRG.36065.1	jg6493.t1
MSTRG.36066.1	jg6494.t1
MSTRG.36068.1	jg6495.t1
MSTRG.36071.1	jg4090.t1
MSTRG.36074.1	jg4091.t1
MSTRG.36077.1	jg4092.t1
MSTRG.36081.1	jg5740.t1
MSTRG.36083.1	jg5741.t1
MSTRG.36096.1	jg2732.t1
MSTRG.36122.1	jg242.t1
MSTRG.9347.1	jg6132.t1
MSTRG.36.1	jg14903.t1
MSTRG.5884.1	jg20912.t1
MSTRG.36137.1	jg16832.t1
MSTRG.36138.1	jg16833.t2
MSTRG.36140.1	jg16834.t1
MSTRG.36144.1	jg6559.t1
MSTRG.3615.1	jg12331.t1
MSTRG.3616.1	jg12332.t1
MSTRG.36166.1	jg19453.t1
MSTRG.36172.1	jg14844.t1
MSTRG.36175.1	jg14845.t1
MSTRG.36179.1	jg14849.t1
MSTRG.36187.1	jg14858.t1
MSTRG.6210.1	jg21103.t1
MSTRG.36189.1	jg14859.t1
MSTRG.36190.1	jg14861.t1
MSTRG.362.1	jg15089.t1
MSTRG.36215.1	jg3929.t1
MSTRG.36226.1	jg20793.t1
MSTRG.36228.1	jg20794.t1
MSTRG.36229.1	jg20795.t1
MSTRG.36232.1	jg20796.t1
MSTRG.564.1	jg15202.t1
MSTRG.36239.1	jg15839.t1
MSTRG.36244.1	jg15636.t1
MSTRG.36246.1	jg15637.t1
MSTRG.519.1	jg15188.t1
MSTRG.36261.1	jg15644.t1
MSTRG.36269.1	jg4164.t1
MSTRG.3627.1	jg12338.t2
MSTRG.36271.1	jg4167.t1
MSTRG.36274.1	jg4169.t1
MSTRG.36277.1	jg4171.t1
MSTRG.36279.1	jg4172.t1
MSTRG.36280.1	jg4173.t1
MSTRG.3628.1	jg6373.t1
MSTRG.36289.1	jg15630.t1
MSTRG.36290.1	jg15631.t1
MSTRG.36292.1	jg15632.t1
MSTRG.36293.1	jg15633.t1
MSTRG.36297.1	jg15890.t1
MSTRG.36301.1	jg15891.t1
MSTRG.36302.1	jg15893.t1
MSTRG.36303.1	jg15894.t1
MSTRG.36304.1	jg15895.t1
MSTRG.36305.1	jg15897.t1
MSTRG.36323.1	jg16798.t1
MSTRG.36324.1	jg16799.t1
MSTRG.36328.1	jg16802.t1
MSTRG.36334.1	jg4363.t1
MSTRG.36335.1	jg4364.t1
MSTRG.3634.1	jg12342.t1
MSTRG.5360.1	jg3532.t1
MSTRG.36350.1	jg4200.t1
MSTRG.3635.1	jg12343.t1
MSTRG.36358.1	jg4206.t1
MSTRG.6913.1	jg12877.t1
MSTRG.3758.1	jg12426.t2
MSTRG.3643.1	jg12346.t1
MSTRG.3650.1	jg12354.t1
MSTRG.3651.1	jg12355.t1
MSTRG.365.1	jg15090.t1
MSTRG.3652.1	jg12356.t1
MSTRG.3653.1	jg12357.t1
MSTRG.3654.1	jg12358.t1
MSTRG.3655.1	jg12359.t1
MSTRG.3660.1	jg12361.t1
MSTRG.3665.1	jg12363.t1
MSTRG.3666.1	jg12364.t1
MSTRG.3669.1	jg12365.t1
MSTRG.3674.1	jg12375.t1
MSTRG.3675.1	jg12376.t1
MSTRG.3683.1	jg12378.t1
MSTRG.3703.1	jg12386.t1
MSTRG.3707.1	jg12389.t1
MSTRG.3708.1	jg12390.t1
MSTRG.3711.1	jg12393.t1
MSTRG.372.1	jg15094.t1
MSTRG.37.1	jg14904.t1
MSTRG.3713.1	jg12395.t1
MSTRG.3714.1	jg12396.t1
MSTRG.3715.1	jg12400.t1
MSTRG.3716.1	jg12401.t1
MSTRG.3720.1	jg12402.t1
MSTRG.3732.1	jg12407.t2
MSTRG.3733.1	jg12410.t1
MSTRG.3740.1	jg12411.t1
MSTRG.3741.1	jg12412.t1
MSTRG.3742.1	jg12413.t1
MSTRG.3745.1	jg12419.t1
MSTRG.3746.1	jg12420.t1
MSTRG.3749.1	jg12422.t1
MSTRG.3762.1	jg12427.t1
MSTRG.3764.1	jg12428.t1
MSTRG.3766.1	jg12431.t1
MSTRG.3771.1	jg12432.t1
MSTRG.3773.1	jg12434.t1
MSTRG.3774.1	jg12435.t1
MSTRG.3780.1	jg12440.t1
MSTRG.3782.1	jg12441.t1
MSTRG.3785.1	jg12442.t1
MSTRG.3789.1	jg12444.t1
MSTRG.379.1	jg15101.t1
MSTRG.3795.1	jg12446.t1
MSTRG.3798.1	jg12447.t1
MSTRG.3800.1	jg12448.t1
MSTRG.3804.1	jg12449.t1
MSTRG.38.1	jg14905.t1
MSTRG.4165.1	jg12659.t1
MSTRG.3821.1	jg12453.t1
MSTRG.3836.1	jg12456.t1
MSTRG.3839.1	jg12455.t1
MSTRG.3853.1	jg12461.t1
MSTRG.3859.1	jg12464.t1
MSTRG.3863.1	jg12468.t1
MSTRG.3869.1	jg12472.t1
MSTRG.3874.1	jg12476.t1
MSTRG.3875.1	jg12479.t1
MSTRG.3877.1	jg12480.t1
MSTRG.3879.1	jg12481.t1
MSTRG.3881.1	jg12482.t1
MSTRG.3888.1	jg12485.t1
MSTRG.3895.1	jg12487.t1
MSTRG.3899.1	jg12491.t1
MSTRG.3907.1	jg12493.t1
MSTRG.3908.1	jg12494.t1
MSTRG.3909.1	jg12495.t1
MSTRG.3914.1	jg12499.t1
MSTRG.3915.1	jg12500.t1
MSTRG.3916.1	jg12501.t1
MSTRG.3919.1	jg12502.t1
MSTRG.3923.1	jg12504.t1
MSTRG.3925.1	jg12505.t1
MSTRG.3930.1	jg12506.t1
MSTRG.6200.1	jg21098.t1
MSTRG.3932.1	jg12509.t1
MSTRG.3933.1	jg12511.t1
MSTRG.3940.1	jg12512.t1
MSTRG.3941.1	jg12514.t1
MSTRG.3945.1	jg12515.t1
MSTRG.3956.1	jg12519.t1
MSTRG.3973.1	jg12521.t1
MSTRG.3984.1	jg12526.t1
MSTRG.3985.1	jg12527.t1
MSTRG.3986.1	jg12528.t1
MSTRG.3992.1	jg12530.t1
MSTRG.3998.1	jg12531.t1
MSTRG.4000.1	jg12532.t1
MSTRG.4001.1	jg12533.t1
MSTRG.5759.1	jg20844.t1
MSTRG.4007.1	jg12536.t1
MSTRG.4008.1	jg12538.t1
MSTRG.4009.1	jg12543.t1
MSTRG.401.1	jg15110.t1
MSTRG.4019.1	jg12555.t1
MSTRG.4021.1	jg12556.t1
MSTRG.4027.1	jg12562.t1
MSTRG.4028.1	jg12564.t1
MSTRG.4034.1	jg12566.t1
MSTRG.4035.1	jg12567.t1
MSTRG.4041.1	jg12569.t2
MSTRG.4043.1	jg12570.t1
MSTRG.8688.1	jg18275.t1
MSTRG.4046.1	jg12574.t1
MSTRG.4048.1	jg12575.t1
MSTRG.4051.1	jg12577.t1
MSTRG.4052.1	jg12578.t1
MSTRG.4053.1	jg12579.t1
MSTRG.4057.1	jg12580.t1
MSTRG.4066.1	jg12587.t1
MSTRG.4067.1	jg12589.t1
MSTRG.4071.1	jg12593.t1
MSTRG.4075.1	jg12595.t1
MSTRG.4078.1	jg12596.t1
MSTRG.4085.1	jg12600.t1
MSTRG.4087.1	jg12602.t1
MSTRG.4089.1	jg12603.t1
MSTRG.4090.1	jg12604.t2
MSTRG.4092.1	jg12606.t1
MSTRG.4094.1	jg12607.t1
MSTRG.4095.1	jg12608.t2
MSTRG.4098.1	jg12610.t1
MSTRG.4099.1	jg12612.t1
MSTRG.410.1	jg15125.t1
MSTRG.4103.1	jg12616.t1
MSTRG.4111.1	jg12620.t1
MSTRG.41.1	jg14908.t1
MSTRG.4124.1	jg12623.t1
MSTRG.4125.1	jg12624.t1
MSTRG.4126.1	jg12625.t1
MSTRG.4139.1	jg12631.t1
MSTRG.414.1	jg15124.t1
MSTRG.4142.1	jg12637.t1
MSTRG.4143.1	jg12634.t1
MSTRG.4144.1	jg12636.t1
MSTRG.4154.1	jg12645.t1
MSTRG.4158.1	jg12653.t1
MSTRG.4159.1	jg12658.t1
MSTRG.416.1	jg15127.t1
MSTRG.4166.1	jg12660.t1
MSTRG.4168.1	jg12661.t1
MSTRG.4169.1	jg12662.t1
MSTRG.4170.1	jg12663.t1
MSTRG.417.1	jg15128.t1
MSTRG.4175.1	jg12665.t1
MSTRG.4176.1	jg12666.t1
MSTRG.4180.1	jg12669.t1
MSTRG.4189.1	jg12671.t1
MSTRG.4193.1	jg12672.t1
MSTRG.4194.1	jg12673.t1
MSTRG.4195.1	jg12674.t1
MSTRG.4196.1	jg12675.t1
MSTRG.4199.1	jg12677.t1
MSTRG.5401.1	jg3559.t1
MSTRG.4208.1	jg2890.t1
MSTRG.44.1	jg14909.t1
MSTRG.421.1	jg15135.t1
MSTRG.4213.1	jg2892.t1
MSTRG.4215.1	jg2894.t2
MSTRG.4220.1	jg2895.t1
MSTRG.4223.1	jg2896.t1
MSTRG.4224.1	jg2897.t1
MSTRG.4229.1	jg2899.t1
MSTRG.7865.1	jg17795.t1
MSTRG.4242.1	jg2912.t1
MSTRG.4245.1	jg2935.t1
MSTRG.4258.1	jg2926.t1
MSTRG.4259.1	jg2927.t1
MSTRG.4266.1	jg2931.t1
MSTRG.4269.1	jg2933.t1
MSTRG.4274.1	jg2937.t1
MSTRG.4276.1	jg2939.t1
MSTRG.4278.1	jg2940.t1
MSTRG.428.1	jg15142.t1
MSTRG.4285.1	jg2945.t1
MSTRG.4286.1	jg2946.t1
MSTRG.429.1	jg15143.t1
MSTRG.4292.1	jg2950.t1
MSTRG.4293.1	jg2951.t1
MSTRG.4295.1	jg2952.t1
MSTRG.4296.1	jg2955.t1
MSTRG.4297.1	jg2956.t1
MSTRG.4298.1	jg2957.t1
MSTRG.4307.1	jg2960.t1
MSTRG.4308.1	jg2961.t1
MSTRG.4309.1	jg2962.t1
MSTRG.4312.1	jg2965.t1
MSTRG.4313.1	jg2966.t1
MSTRG.4314.1	jg2967.t1
MSTRG.4318.1	jg2973.t1
MSTRG.4322.1	jg2976.t1
MSTRG.4323.1	jg2977.t1
MSTRG.4326.1	jg2978.t2
MSTRG.4328.1	jg2979.t1
MSTRG.4330.1	jg2980.t1
MSTRG.433.1	jg15145.t1
MSTRG.4332.1	jg2982.t1
MSTRG.4339.1	jg2984.t1
MSTRG.4357.1	jg3003.t1
MSTRG.4365.1	jg3015.t1
MSTRG.4367.1	jg3016.t1
MSTRG.4368.1	jg3017.t1
MSTRG.4369.1	jg3019.t1
MSTRG.5531.1	jg3622.t1
MSTRG.4374.1	jg3021.t1
MSTRG.4376.1	jg3022.t1
MSTRG.4377.1	jg3023.t1
MSTRG.4383.1	jg3026.t1
MSTRG.4385.1	jg3027.t1
MSTRG.4390.1	jg3028.t1
MSTRG.4395.1	jg3030.t1
MSTRG.4398.1	jg3031.t1
MSTRG.4399.1	jg3032.t1
MSTRG.4400.1	jg3034.t1
MSTRG.4401.1	jg3042.t1
MSTRG.4415.1	jg3044.t1
MSTRG.4416.1	jg3046.t1
MSTRG.8141.1	jg17951.t1
MSTRG.4425.1	jg4533.t1
MSTRG.4431.1	jg3049.t1
MSTRG.4434.1	jg3050.t1
MSTRG.4438.1	jg3051.t1
MSTRG.4439.1	jg3052.t1
MSTRG.445.1	jg15151.t1
MSTRG.8218.1	jg17994.t1
MSTRG.4459.1	jg3056.t1
MSTRG.4468.1	jg3064.t1
MSTRG.4470.1	jg3066.t1
MSTRG.4471.1	jg3068.t1
MSTRG.4473.1	jg3069.t1
MSTRG.4477.1	jg3075.t1
MSTRG.4478.1	jg3076.t1
MSTRG.4481.1	jg3080.t1
MSTRG.4487.1	jg3081.t1
MSTRG.4489.1	jg3083.t1
MSTRG.4494.1	jg3086.t1
MSTRG.4499.1	jg3087.t1
MSTRG.4501.1	jg3088.t1
MSTRG.4502.1	jg3089.t1
MSTRG.4510.1	jg3090.t1
MSTRG.45.1	jg14911.t1
MSTRG.4512.1	jg3092.t1
MSTRG.4513.1	jg3093.t1
MSTRG.4515.1	jg3094.t1
MSTRG.4523.1	jg3102.t1
MSTRG.4531.1	jg3114.t1
MSTRG.4541.1	jg3117.t1
MSTRG.454.1	jg15153.t1
MSTRG.4543.1	jg3119.t1
MSTRG.4544.1	jg3120.t1
MSTRG.4549.1	jg3121.t1
MSTRG.455.1	jg15156.t1
MSTRG.4556.1	jg3124.t1
MSTRG.4560.1	jg3127.t1
MSTRG.456.1	jg15157.t1
MSTRG.4562.1	jg3129.t1
MSTRG.4580.1	jg3137.t1
MSTRG.4570.1	jg3131.t1
MSTRG.4571.1	jg3132.t1
MSTRG.4573.1	jg3133.t1
MSTRG.4577.1	jg3135.t1
MSTRG.8821.1	jg5803.t1
MSTRG.4586.1	jg3138.t1
MSTRG.4587.1	jg3139.t1
MSTRG.4589.1	jg3141.t1
MSTRG.4590.1	jg3145.t1
MSTRG.4598.1	jg3146.t2
MSTRG.4599.1	jg3147.t1
MSTRG.4611.1	jg3154.t1
MSTRG.4614.1	jg3156.t1
MSTRG.4627.1	jg3160.t1
MSTRG.4637.1	jg3163.t1
MSTRG.463.1	jg15158.t1
MSTRG.4645.1	jg3166.t1
MSTRG.4650.1	jg4458.t1
MSTRG.4654.1	jg3168.t1
MSTRG.4656.1	jg3170.t1
MSTRG.4657.1	jg3171.t1
MSTRG.4661.1	jg3172.t1
MSTRG.4665.1	jg3174.t1
MSTRG.4674.1	jg3179.t1
MSTRG.4676.1	jg3180.t1
MSTRG.4678.1	jg3181.t1
MSTRG.4679.1	jg3182.t1
MSTRG.468.1	jg15164.t1
MSTRG.4682.1	jg3183.t1
MSTRG.4689.1	jg3186.t1
MSTRG.4704.1	jg3192.t1
MSTRG.4705.1	jg3193.t1
MSTRG.4709.1	jg3194.t2
MSTRG.4713.1	jg3195.t1
MSTRG.47.1	jg14912.t1
MSTRG.4716.1	jg3197.t1
MSTRG.4717.1	jg3198.t1
MSTRG.4719.1	jg3200.t1
MSTRG.4720.1	jg3201.t1
MSTRG.4721.1	jg3202.t1
MSTRG.4722.1	jg3203.t1
MSTRG.4726.1	jg3207.t1
MSTRG.4727.1	jg3206.t1
MSTRG.4729.1	jg3208.t1
MSTRG.473.1	jg15166.t1
MSTRG.4734.1	jg3209.t1
MSTRG.4740.1	jg3211.t1
MSTRG.474.1	jg15167.t1
MSTRG.4741.1	jg3212.t1
MSTRG.4743.1	jg3213.t1
MSTRG.4744.1	jg3214.t2
MSTRG.4746.1	jg3215.t2
MSTRG.4747.1	jg3216.t1
MSTRG.4749.1	jg3217.t1
MSTRG.4750.1	jg3218.t2
MSTRG.4752.1	jg3219.t1
MSTRG.4754.1	jg3220.t1
MSTRG.476.1	jg15170.t1
MSTRG.4762.1	jg3222.t1
MSTRG.4769.1	jg3227.t1
MSTRG.4772.1	jg8071.t1
MSTRG.5016.1	jg3228.t1
MSTRG.4781.1	jg3233.t1
MSTRG.4826.1	jg3250.t1
MSTRG.4798.1	jg3236.t1
MSTRG.4800.1	jg3237.t1
MSTRG.4805.1	jg3238.t5
MSTRG.4807.1	jg3240.t1
MSTRG.4808.1	jg3241.t1
MSTRG.4816.1	jg3244.t1
MSTRG.4824.1	jg3247.t1
MSTRG.4825.1	jg3248.t1
MSTRG.4828.1	jg3251.t1
MSTRG.5975.1	jg20969.t1
MSTRG.4832.1	jg3253.t1
MSTRG.4837.1	jg3257.t1
MSTRG.4842.1	jg3259.t1
MSTRG.4845.1	jg3260.t1
MSTRG.485.1	jg15174.t2
MSTRG.4856.1	jg3263.t1
MSTRG.4857.1	jg3265.t1
MSTRG.4862.1	jg3268.t1
MSTRG.4863.1	jg3270.t1
MSTRG.4864.1	jg3271.t1
MSTRG.4865.1	jg3273.t1
MSTRG.4873.1	jg3274.t1
MSTRG.4877.1	jg3276.t1
MSTRG.4881.1	jg3277.t1
MSTRG.488.1	jg15175.t1
MSTRG.4884.1	jg3278.t1
MSTRG.4888.1	jg3279.t1
MSTRG.4889.1	jg3280.t1
MSTRG.4892.1	jg3282.t1
MSTRG.4894.1	jg3284.t1
MSTRG.4895.1	jg3285.t1
MSTRG.4896.1	jg3286.t1
MSTRG.4899.1	jg3290.t1
MSTRG.4900.1	jg3291.t1
MSTRG.4901.1	jg3292.t1
MSTRG.490.1	jg15176.t1
MSTRG.4903.1	jg3295.t1
MSTRG.4904.1	jg3296.t1
MSTRG.4909.1	jg3297.t1
MSTRG.4911.1	jg3299.t1
MSTRG.4915.1	jg3300.t1
MSTRG.4917.1	jg3301.t1
MSTRG.4919.1	jg3302.t1
MSTRG.492.1	jg15181.t1
MSTRG.4924.1	jg3304.t1
MSTRG.4925.1	jg3306.t1
MSTRG.4928.1	jg3307.t1
MSTRG.4932.1	jg3308.t1
MSTRG.4933.1	jg3310.t1
MSTRG.4934.1	jg3309.t1
MSTRG.4943.1	jg3316.t1
MSTRG.4946.1	jg3317.t1
MSTRG.4950.1	jg3318.t1
MSTRG.4951.1	jg3319.t1
MSTRG.495.1	jg15182.t1
MSTRG.4954.1	jg3320.t1
MSTRG.4958.1	jg3321.t1
MSTRG.4959.1	jg3323.t1
MSTRG.4963.1	jg3325.t1
MSTRG.4969.1	jg3327.t1
MSTRG.4970.1	jg3328.t1
MSTRG.4976.1	jg3332.t1
MSTRG.4983.1	jg3336.t1
MSTRG.4986.1	jg3337.t1
MSTRG.4988.1	jg3338.t1
MSTRG.4991.1	jg3339.t1
MSTRG.4992.1	jg3340.t1
MSTRG.4993.1	jg3341.t1
MSTRG.4995.1	jg3342.t1
MSTRG.4999.1	jg3343.t1
MSTRG.5002.1	jg3344.t1
MSTRG.5003.1	jg3345.t1
MSTRG.5005.1	jg3346.t1
MSTRG.5007.1	jg3349.t1
MSTRG.5011.1	jg3350.t1
MSTRG.50.1	jg14913.t1
MSTRG.5012.1	jg3351.t1
MSTRG.5014.1	jg3352.t1
MSTRG.5028.1	jg3354.t1
MSTRG.5031.1	jg3355.t1
MSTRG.5034.1	jg3358.t1
MSTRG.5043.1	jg3363.t1
MSTRG.5044.1	jg3364.t1
MSTRG.5045.1	jg3366.t1
MSTRG.5053.1	jg3369.t1
MSTRG.5055.1	jg3371.t1
MSTRG.5057.1	jg3372.t1
MSTRG.5058.1	jg3373.t1
MSTRG.5059.1	jg3374.t1
MSTRG.5061.1	jg3375.t1
MSTRG.871.1	jg15364.t1
MSTRG.5063.1	jg3377.t1
MSTRG.5064.1	jg3379.t1
MSTRG.5065.1	jg3380.t1
MSTRG.5066.1	jg3381.t1
MSTRG.5068.1	jg3382.t1
MSTRG.5073.1	jg3387.t1
MSTRG.5074.1	jg3388.t1
MSTRG.5078.1	jg3390.t1
MSTRG.5079.1	jg3391.t1
MSTRG.5085.1	jg3394.t1
MSTRG.5086.1	jg3395.t1
MSTRG.5089.1	jg3396.t1
MSTRG.5091.1	jg3397.t1
MSTRG.5092.1	jg3398.t1
MSTRG.5093.1	jg3399.t1
MSTRG.5096.1	jg3400.t1
MSTRG.5097.1	jg3401.t1
MSTRG.5099.1	jg3402.t1
MSTRG.5100.1	jg3403.t1
MSTRG.5101.1	jg3404.t1
MSTRG.5104.1	jg3405.t1
MSTRG.5105.1	jg3406.t1
MSTRG.5107.1	jg3408.t1
MSTRG.5108.1	jg3409.t1
MSTRG.5115.1	jg3412.t1
MSTRG.5116.1	jg3413.t1
MSTRG.5118.1	jg3415.t1
MSTRG.5122.1	jg3416.t1
MSTRG.5124.1	jg3418.t1
MSTRG.5128.1	jg3419.t1
MSTRG.5133.1	jg3422.t1
MSTRG.5135.1	jg3423.t1
MSTRG.5136.1	jg3424.t3
MSTRG.5138.1	jg3425.t1
MSTRG.5148.1	jg3432.t1
MSTRG.5152.1	jg3433.t1
MSTRG.5154.1	jg3434.t1
MSTRG.5171.1	jg3446.t1
MSTRG.5172.1	jg3447.t1
MSTRG.5173.1	jg3448.t1
MSTRG.5174.1	jg3450.t1
MSTRG.5175.1	jg3451.t1
MSTRG.5179.1	jg3452.t1
MSTRG.5182.1	jg3453.t1
MSTRG.5188.1	jg3456.t1
MSTRG.6513.1	jg21301.t1
MSTRG.5207.1	jg3463.t2
MSTRG.5231.1	jg3470.t1
MSTRG.5232.1	jg3471.t1
MSTRG.5239.1	jg3474.t1
MSTRG.5244.1	jg3475.t1
MSTRG.5250.1	jg3478.t1
MSTRG.5251.1	jg3479.t1
MSTRG.5261.1	jg3487.t1
MSTRG.5263.1	jg3488.t1
MSTRG.527.1	jg15190.t1
MSTRG.6008.1	jg20997.t1
MSTRG.5276.1	jg3492.t1
MSTRG.5277.1	jg3493.t1
MSTRG.5283.1	jg3495.t2
MSTRG.5285.1	jg3498.t1
MSTRG.5291.1	jg3502.t1
MSTRG.5294.1	jg3503.t1
MSTRG.5298.1	jg3505.t1
MSTRG.5299.1	jg3506.t1
MSTRG.5300.1	jg3507.t1
MSTRG.530.1	jg15191.t1
MSTRG.5302.1	jg3508.t1
MSTRG.5309.1	jg3510.t1
MSTRG.5311.1	jg3511.t1
MSTRG.5312.1	jg3512.t1
MSTRG.5327.1	jg3518.t1
MSTRG.5328.1	jg3519.t1
MSTRG.5330.1	jg3520.t1
MSTRG.5332.1	jg3522.t1
